,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,nome,data_lancamento,Popularidade Musica,Artista,ano_lancamento,mes_lancamento,dia_semana_lancamento,Popularidade Artista,Seguidores,Estilos
0,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303,4,As It Was,2022-03-31,100,Harry Styles,2022.0,3.0,3.0,94,21444145,['pop']
1,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,audio_features,1rDQ4oMwGJI7B4tovsBOxc,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/tracks/1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/audio-analysis/1rDQ4oMwGJI7B4tovsBOxc,173948,4,First Class,2022-04-08,94,Jack Harlow,2022.0,4.0,4.0,86,2247792,"['deep underground hip hop', 'kentucky hip hop', 'rap']"
2,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,02MWAaffLxlfxAUY7c5dvx,spotify:track:02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4,Heat Waves,2020-08-06,90,Glass Animals,2020.0,8.0,3.0,80,2960684,"['gauze pop', 'indietronica', 'shiver pop']"
3,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5PjdY0CKGZdEuoNab3yDmX,spotify:track:5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/tracks/5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/audio-analysis/5PjdY0CKGZdEuoNab3yDmX,141806,4,STAY (with Justin Bieber),2021-07-23,88,The Kid LAROI,2021.0,7.0,4.0,83,3778109,['australian hip hop']
4,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,audio_features,2DB4DdfCFMw1iaR6JaR03a,spotify:track:2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/tracks/2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/audio-analysis/2DB4DdfCFMw1iaR6JaR03a,206071,4,Bam Bam (feat. Ed Sheeran),2022-04-07,85,Camila Cabello,2022.0,4.0,3.0,83,27026106,"['dance pop', 'pop', 'post-teen pop']"
5,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,audio_features,1HhNoOuqm1a5MXYEgAFl8o,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,https://api.spotify.com/v1/tracks/1HhNoOuqm1a5MXYEgAFl8o,https://api.spotify.com/v1/audio-analysis/1HhNoOuqm1a5MXYEgAFl8o,173381,4,Enemy (with JID) - from the series Arcane League of Legends,2021-09-03,84,Imagine Dragons,2021.0,9.0,4.0,86,40637595,"['modern rock', 'rock']"
6,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,audio_features,6JIC3hbC28JZKZ8AlAqX8h,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,https://api.spotify.com/v1/tracks/6JIC3hbC28JZKZ8AlAqX8h,https://api.spotify.com/v1/audio-analysis/6JIC3hbC28JZKZ8AlAqX8h,202735,4,Cold Heart - PNAU Remix,2021-10-22,85,Elton John,2021.0,10.0,4.0,82,9483990,"['glam rock', 'mellow gold', 'piano rock']"
7,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,audio_features,5Z9KJZvQzH6PFmb8SNkxuk,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/tracks/5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/audio-analysis/5Z9KJZvQzH6PFmb8SNkxuk,212353,4,INDUSTRY BABY (feat. Jack Harlow),2021-09-17,85,Lil Nas X,2021.0,9.0,4.0,82,11174940,"['lgbtq+ hip hop', 'pop']"
8,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,audio_features,3FkeNbs9Zeiqkr3WkbOiGp,spotify:track:3FkeNbs9Zeiqkr3WkbOiGp,https://api.spotify.com/v1/tracks/3FkeNbs9Zeiqkr3WkbOiGp,https://api.spotify.com/v1/audio-analysis/3FkeNbs9Zeiqkr3WkbOiGp,193806,4,Envolver,2022-04-12,79,Anitta,2022.0,4.0,1.0,80,11762155,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']"
9,0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,audio_features,1O2pcBJGej0pmH2Y9XZMs6,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,https://api.spotify.com/v1/tracks/1O2pcBJGej0pmH2Y9XZMs6,https://api.spotify.com/v1/audio-analysis/1O2pcBJGej0pmH2Y9XZMs6,153750,4,Una Noche en Medellín,2022-01-21,92,Cris Mj,2022.0,1.0,4.0,78,409792,"['mambo chileno', 'urbano chileno']"
10,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,audio_features,58HvfVOeJY7lUuCqF0m3ly,spotify:track:58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/tracks/58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/audio-analysis/58HvfVOeJY7lUuCqF0m3ly,184448,3,MIDDLE OF THE NIGHT,2020-01-10,93,Elley Duhé,2020.0,1.0,4.0,75,260177,"['alt z', 'pop']"
11,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,audio_features,1ri9ZUkBJVFUdgwzCnfcYs,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,https://api.spotify.com/v1/tracks/1ri9ZUkBJVFUdgwzCnfcYs,https://api.spotify.com/v1/audio-analysis/1ri9ZUkBJVFUdgwzCnfcYs,226088,4,MAMIII,2022-02-10,91,Becky G,2022.0,2.0,3.0,81,11660856,"['dance pop', 'latin', 'latin viral pop', 'rap latina', 'reggaeton']"
12,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4,Ghost,2021-03-19,90,Justin Bieber,2021.0,3.0,4.0,90,61989325,"['canadian pop', 'pop']"
13,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,audio_features,4fouWK6XVHhzl78KzQ1UjL,spotify:track:4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/tracks/4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/audio-analysis/4fouWK6XVHhzl78KzQ1UjL,168602,4,abcdefu,2021-08-13,91,GAYLE,2021.0,8.0,4.0,73,459174,['modern alternative pop']
14,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,audio_features,6Uj1ctrBOjOas8xZXGqKk4,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4,172627,4,Woman,2021-06-25,92,Doja Cat,2021.0,6.0,4.0,88,19631832,"['dance pop', 'pop']"
15,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853,4,Shivers,2021-10-29,90,Ed Sheeran,2021.0,10.0,4.0,90,98575692,"['pop', 'uk pop']"
16,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,audio_features,6mmPpaltUZK7xjNlBPQQ0p,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,https://api.spotify.com/v1/tracks/6mmPpaltUZK7xjNlBPQQ0p,https://api.spotify.com/v1/audio-analysis/6mmPpaltUZK7xjNlBPQQ0p,224997,4,Desesperados,2021-12-10,86,Rauw Alejandro,2021.0,12.0,4.0,89,12033571,"['puerto rican pop', 'trap latino']"
17,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,audio_features,1r8ZCjfrQxoy2wVaBUbpwg,spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,https://api.spotify.com/v1/tracks/1r8ZCjfrQxoy2wVaBUbpwg,https://api.spotify.com/v1/audio-analysis/1r8ZCjfrQxoy2wVaBUbpwg,164782,4,Thousand Miles,2022-04-22,88,The Kid LAROI,2022.0,4.0,4.0,83,3778109,['australian hip hop']
18,0.456,0.91,0,-2.659,1,0.136,0.256,0.0,0.0921,0.329,95.927,audio_features,2uky0VCI2EZni0nArOPznM,spotify:track:2uky0VCI2EZni0nArOPznM,https://api.spotify.com/v1/tracks/2uky0VCI2EZni0nArOPznM,https://api.spotify.com/v1/audio-analysis/2uky0VCI2EZni0nArOPznM,258542,4,"Paulo Londra: Bzrp Music Sessions, Vol. 23",2022-04-25,86,Bizarrap,2022.0,4.0,0.0,80,5609403,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
19,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,audio_features,48AJSd42lXpicsGqcgopof,spotify:track:48AJSd42lXpicsGqcgopof,https://api.spotify.com/v1/tracks/48AJSd42lXpicsGqcgopof,https://api.spotify.com/v1/audio-analysis/48AJSd42lXpicsGqcgopof,192477,4,X ÚLTIMA VEZ,2022-03-25,89,Daddy Yankee,2022.0,3.0,4.0,87,27938551,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
20,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147,4,good 4 u,2021-05-21,91,Olivia Rodrigo,2021.0,5.0,4.0,85,17772863,['pop']
21,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,audio_features,46IZ0fSY2mpAiktS3KOqds,spotify:track:46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,224695,4,Easy On Me,2021-11-19,83,Adele,2021.0,11.0,4.0,84,39154839,"['british soul', 'pop', 'pop soul', 'uk pop']"
22,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,audio_features,3uUuGVFu1V7jTQL60S1r8z,spotify:track:3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/tracks/3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/audio-analysis/3uUuGVFu1V7jTQL60S1r8z,148197,4,Where Are You Now,2021-07-30,92,Lost Frequencies,2021.0,7.0,4.0,77,2432647,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']"
23,0.453,0.673,8,-5.649,1,0.144,0.32,0.0,0.131,0.266,92.06,audio_features,1UdzJEpgJxtuXAlCOvD4S0,spotify:track:1UdzJEpgJxtuXAlCOvD4S0,https://api.spotify.com/v1/tracks/1UdzJEpgJxtuXAlCOvD4S0,https://api.spotify.com/v1/audio-analysis/1UdzJEpgJxtuXAlCOvD4S0,159849,4,Fuera del mercado,2022-02-17,90,Danny Ocean,2022.0,2.0,3.0,78,4083073,"['latin', 'pop venezolano', 'reggaeton', 'trap latino']"
24,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4,THATS WHAT I WANT,2021-09-17,90,Lil Nas X,2021.0,9.0,4.0,82,11174940,"['lgbtq+ hip hop', 'pop']"
25,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,audio_features,18asYwWugKjjsihZ0YvRxO,spotify:track:18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/tracks/18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/audio-analysis/18asYwWugKjjsihZ0YvRxO,164819,4,The Motto,2021-11-04,90,Tiësto,2021.0,11.0,3.0,82,6409736,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
26,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747,4,Bad Habits,2021-10-29,91,Ed Sheeran,2021.0,10.0,4.0,90,98575692,"['pop', 'uk pop']"
27,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,audio_features,7dSZ6zGTQx66c2GF91xCrb,spotify:track:7dSZ6zGTQx66c2GF91xCrb,https://api.spotify.com/v1/tracks/7dSZ6zGTQx66c2GF91xCrb,https://api.spotify.com/v1/audio-analysis/7dSZ6zGTQx66c2GF91xCrb,210200,4,PROVENZA,2022-04-22,95,KAROL G,2022.0,4.0,4.0,87,25460940,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
28,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,audio_features,2B4GHvToeLTOBB4QLzW3Ni,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,https://api.spotify.com/v1/tracks/2B4GHvToeLTOBB4QLzW3Ni,https://api.spotify.com/v1/audio-analysis/2B4GHvToeLTOBB4QLzW3Ni,287120,4,Pepas,2021-10-01,78,Farruko,2021.0,10.0,4.0,84,13232246,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
29,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4,Wait a Minute!,2015-01-11,89,WILLOW,2015.0,1.0,6.0,78,2174077,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
30,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4,Watermelon Sugar,2019-12-13,90,Harry Styles,2019.0,12.0,4.0,94,21444145,['pop']
31,0.532,0.426,3,-6.117,1,0.0288,0.639,0.0,0.134,0.137,149.898,audio_features,2gzhQaCTeNgxpeB2TPllyY,spotify:track:2gzhQaCTeNgxpeB2TPllyY,https://api.spotify.com/v1/tracks/2gzhQaCTeNgxpeB2TPllyY,https://api.spotify.com/v1/audio-analysis/2gzhQaCTeNgxpeB2TPllyY,201905,3,With you,2022-04-24,86,Jimin,2022.0,4.0,6.0,67,1396035,[]
32,0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,audio_features,7jtQIBanIiJOMS6RyCx6jZ,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,https://api.spotify.com/v1/tracks/7jtQIBanIiJOMS6RyCx6jZ,https://api.spotify.com/v1/audio-analysis/7jtQIBanIiJOMS6RyCx6jZ,244360,4,Another Love,2013-06-17,55,Tom Odell,2013.0,6.0,0.0,73,2222502,"['chill pop', 'pop']"
33,0.796,0.68,10,-5.555,0,0.37,0.0575,0.000683,0.103,0.71,179.923,audio_features,2rDZhKnPaPG054ExZ6nXUS,spotify:track:2rDZhKnPaPG054ExZ6nXUS,https://api.spotify.com/v1/tracks/2rDZhKnPaPG054ExZ6nXUS,https://api.spotify.com/v1/audio-analysis/2rDZhKnPaPG054ExZ6nXUS,176143,4,Jordan,2021-04-30,89,Ryan Castro,2021.0,4.0,4.0,77,759213,"['trap colombiano', 'trap latino']"
34,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4,Blinding Lights,2020-03-20,90,The Weeknd,2020.0,3.0,4.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
35,0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,audio_features,46HNZY1i7O6jwTA7Slo2PI,spotify:track:46HNZY1i7O6jwTA7Slo2PI,https://api.spotify.com/v1/tracks/46HNZY1i7O6jwTA7Slo2PI,https://api.spotify.com/v1/audio-analysis/46HNZY1i7O6jwTA7Slo2PI,226198,4,My Universe,2021-10-15,83,Coldplay,2021.0,10.0,4.0,86,36379132,"['permanent wave', 'pop']"
36,0.345,0.612,7,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,audio_features,59CfNbkERJ3NoTXDvoURjj,spotify:track:59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/tracks/59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/audio-analysis/59CfNbkERJ3NoTXDvoURjj,153000,3,Boyfriend,2022-02-11,89,Dove Cameron,2022.0,2.0,4.0,73,3509385,"['pop', 'post-teen pop']"
37,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,audio_features,3AVXwaOGCEL8cmBecfcsFJ,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,https://api.spotify.com/v1/tracks/3AVXwaOGCEL8cmBecfcsFJ,https://api.spotify.com/v1/audio-analysis/3AVXwaOGCEL8cmBecfcsFJ,185681,4,Light Switch,2022-01-19,80,Charlie Puth,2022.0,1.0,2.0,80,16374282,"['dance pop', 'pop', 'viral pop']"
38,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4,Sweater Weather,2013-04-19,90,The Neighbourhood,2013.0,4.0,4.0,82,9278025,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']"
39,0.583,0.834,0,-4.875,1,0.0444,0.0495,0.0,0.0658,0.557,173.935,audio_features,2gpQi3hbcUAcEG8m2dlgfB,spotify:track:2gpQi3hbcUAcEG8m2dlgfB,https://api.spotify.com/v1/tracks/2gpQi3hbcUAcEG8m2dlgfB,https://api.spotify.com/v1/audio-analysis/2gpQi3hbcUAcEG8m2dlgfB,178203,4,Plan A,2022-03-23,86,Paulo Londra,2022.0,3.0,2.0,79,17000768,"['argentine hip hop', 'trap argentino', 'trap latino']"
40,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,audio_features,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720,3,Dandelions,2017-05-05,90,Ruth B.,2017.0,5.0,4.0,74,1890075,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
41,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4,traitor,2021-05-21,89,Olivia Rodrigo,2021.0,5.0,4.0,85,17772863,['pop']
42,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,audio_features,1SOClUWhOi8vHZYMz3GluK,spotify:track:1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/tracks/1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/audio-analysis/1SOClUWhOi8vHZYMz3GluK,237720,4,Infinity,2017-06-23,89,Jaymes Young,2017.0,6.0,4.0,73,809692,"['modern rock', 'pop']"
43,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,audio_features,3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560,4,Need to Know,2021-06-25,87,Doja Cat,2021.0,6.0,4.0,88,19631832,"['dance pop', 'pop']"
44,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667,4,Kiss Me More (feat. SZA),2021-06-25,84,Doja Cat,2021.0,6.0,4.0,88,19631832,"['dance pop', 'pop']"
45,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,audio_features,4gzsuuZypVbxs0Af1LSZyB,spotify:track:4gzsuuZypVbxs0Af1LSZyB,https://api.spotify.com/v1/tracks/4gzsuuZypVbxs0Af1LSZyB,https://api.spotify.com/v1/audio-analysis/4gzsuuZypVbxs0Af1LSZyB,207301,4,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,88,Tainy,2021.0,10.0,1.0,79,924692,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino']"
46,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,spotify:track:5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013,4,drivers license,2021-05-21,89,Olivia Rodrigo,2021.0,5.0,4.0,85,17772863,['pop']
47,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,audio_features,4SqWKzw0CbA05TGszDgMlc,spotify:track:4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/tracks/4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/audio-analysis/4SqWKzw0CbA05TGszDgMlc,160240,4,I Love You So,2014-11-28,89,The Walters,2014.0,11.0,4.0,70,366017,['chicago indie']
48,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,audio_features,2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/audio-analysis/2JPLbjOn0wPCngEot2STUS,206710,4,Yonaguni,2021-06-04,88,Bad Bunny,2021.0,6.0,4.0,100,49990931,"['latin', 'reggaeton', 'trap latino']"
49,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,audio_features,5QO79kh1waicV47BqGRL3g,spotify:track:5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627,4,Save Your Tears,2020-03-20,88,The Weeknd,2020.0,3.0,4.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
50,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,5nujrmhLynf4yMoMtj8AQF,spotify:track:5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064,4,Levitating (feat. DaBaby),2020-03-27,86,Dua Lipa,2020.0,3.0,4.0,88,34505656,"['dance pop', 'pop', 'uk pop']"
51,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,audio_features,4RVwu0g32PAqgUiJoXsdF8,spotify:track:4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/tracks/4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/audio-analysis/4RVwu0g32PAqgUiJoXsdF8,298899,3,Happier Than Ever,2021-07-30,88,Billie Eilish,2021.0,7.0,4.0,86,64069052,"['art pop', 'electropop', 'pop']"
52,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,audio_features,0U1W2LZVUX7qTm7dDpqxh6,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/tracks/0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/audio-analysis/0U1W2LZVUX7qTm7dDpqxh6,172267,4,When You're Gone,2022-03-31,86,Shawn Mendes,2022.0,3.0,3.0,83,38149628,"['canadian pop', 'pop', 'viral pop']"
53,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,1oFAF1hdPOickyHgbuRjyX,spotify:track:1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/tracks/1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/audio-analysis/1oFAF1hdPOickyHgbuRjyX,191014,4,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2020-03-20,80,The Weeknd,2020.0,3.0,4.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
