,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,nome,data_lancamento,Popularidade Musica,Artista,ano_lancamento,mes_lancamento,dia_semana_lancamento,Popularidade Artista,Seguidores,Estilos
2230,0.282,0.101,7,-14.657,1,0.0315,0.934,5.05e-05,0.159,0.141,83.13,audio_features,0tXPhc8LvM4dPvoRwI66XQ,spotify:track:0tXPhc8LvM4dPvoRwI66XQ,https://api.spotify.com/v1/tracks/0tXPhc8LvM4dPvoRwI66XQ,https://api.spotify.com/v1/audio-analysis/0tXPhc8LvM4dPvoRwI66XQ,264827,4,I'll Be Home for Christmas,2011-10-14,33,Michael Bublé,2011.0,10.0,4.0,72,5307718,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']"
2231,0.489,0.328,10,-10.892,1,0.0261,0.891,0.00038,0.307,0.405,100.83,audio_features,4EZUcj7c8n9pWIwHqN0DoH,spotify:track:4EZUcj7c8n9pWIwHqN0DoH,https://api.spotify.com/v1/tracks/4EZUcj7c8n9pWIwHqN0DoH,https://api.spotify.com/v1/audio-analysis/4EZUcj7c8n9pWIwHqN0DoH,165960,4,Do You Hear What I Hear?,1998-01-01,7,Bing Crosby,1998.0,1.0,3.0,51,404492,"['adult standards', 'easy listening', 'lounge']"
2232,0.469,0.196,0,-16.093,1,0.0571,0.882,0.0,0.0513,0.537,130.036,audio_features,4MrfQL4TYQXJBlZYpAHTuE,spotify:track:4MrfQL4TYQXJBlZYpAHTuE,https://api.spotify.com/v1/tracks/4MrfQL4TYQXJBlZYpAHTuE,https://api.spotify.com/v1/audio-analysis/4MrfQL4TYQXJBlZYpAHTuE,143733,3,"Baby, It's Cold Outside",1959-01-01,41,Dean Martin,1959.0,1.0,3.0,64,1321077,"['adult standards', 'easy listening', 'lounge']"
2233,0.607,0.103,9,-14.405,1,0.0404,0.804,0.0,0.076,0.341,110.378,audio_features,7faDzZnZYqTyYThx2sbHVQ,spotify:track:7faDzZnZYqTyYThx2sbHVQ,https://api.spotify.com/v1/tracks/7faDzZnZYqTyYThx2sbHVQ,https://api.spotify.com/v1/audio-analysis/7faDzZnZYqTyYThx2sbHVQ,136427,4,Mistletoe And Holly - Remastered 1999,1957-09-01,38,Frank Sinatra,1957.0,9.0,6.0,73,5633646,"['adult standards', 'easy listening', 'lounge']"
2234,0.885,0.52,1,-8.353,1,0.359,0.000244,1.16e-06,0.454,0.306,84.022,audio_features,2wOXxtHZgRkkrkEbKLzzqs,spotify:track:2wOXxtHZgRkkrkEbKLzzqs,https://api.spotify.com/v1/tracks/2wOXxtHZgRkkrkEbKLzzqs,https://api.spotify.com/v1/audio-analysis/2wOXxtHZgRkkrkEbKLzzqs,148656,4,1.5,2018-12-21,60,21 Savage,2018.0,12.0,4.0,84,11312501,"['atl hip hop', 'rap', 'trap']"
2235,0.904,0.575,1,-7.823,1,0.346,0.0493,0.0,0.256,0.359,141.037,audio_features,5ZSIExfQuVv69tw5Qw3yDl,spotify:track:5ZSIExfQuVv69tw5Qw3yDl,https://api.spotify.com/v1/tracks/5ZSIExfQuVv69tw5Qw3yDl,https://api.spotify.com/v1/audio-analysis/5ZSIExfQuVv69tw5Qw3yDl,177748,4,break da law,2018-12-21,55,21 Savage,2018.0,12.0,4.0,84,11312501,"['atl hip hop', 'rap', 'trap']"
2236,0.512,0.339,8,-13.119,1,0.0498,0.727,0.0,0.0977,0.951,174.609,audio_features,4HEOgBHRCExyYVeTyrXsnL,spotify:track:4HEOgBHRCExyYVeTyrXsnL,https://api.spotify.com/v1/tracks/4HEOgBHRCExyYVeTyrXsnL,https://api.spotify.com/v1/audio-analysis/4HEOgBHRCExyYVeTyrXsnL,120693,4,Jingle Bells - Remastered 1999,1957-09-01,41,Frank Sinatra,1957.0,9.0,6.0,73,5633646,"['adult standards', 'easy listening', 'lounge']"
2237,0.571,0.585,3,-11.694,1,0.0548,0.301,1.91e-05,0.688,0.732,128.487,audio_features,0vmANNClszGQZ0FISySK61,spotify:track:0vmANNClszGQZ0FISySK61,https://api.spotify.com/v1/tracks/0vmANNClszGQZ0FISySK61,https://api.spotify.com/v1/audio-analysis/0vmANNClszGQZ0FISySK61,179667,4,I Saw Mommy Kissing Santa Claus,1970-01-01,0,The Jackson 5,1970.0,1.0,3.0,64,1260458,"['motown', 'soul']"
2238,0.84,0.543,1,-7.738,1,0.476,0.0399,0.0,0.117,0.161,170.067,audio_features,2QgfDF0fQ4sskDthP8MG5w,spotify:track:2QgfDF0fQ4sskDthP8MG5w,https://api.spotify.com/v1/tracks/2QgfDF0fQ4sskDthP8MG5w,https://api.spotify.com/v1/audio-analysis/2QgfDF0fQ4sskDthP8MG5w,171714,4,asmr,2018-12-21,60,21 Savage,2018.0,12.0,4.0,84,11312501,"['atl hip hop', 'rap', 'trap']"
2239,0.809,0.461,10,-5.677,0,0.0907,0.000832,4.43e-05,0.143,0.325,85.992,audio_features,4f1XXGjZZ9EkFkrbPJek6X,spotify:track:4f1XXGjZZ9EkFkrbPJek6X,https://api.spotify.com/v1/tracks/4f1XXGjZZ9EkFkrbPJek6X,https://api.spotify.com/v1/audio-analysis/4f1XXGjZZ9EkFkrbPJek6X,167410,4,gun smoke,2018-12-21,55,21 Savage,2018.0,12.0,4.0,84,11312501,"['atl hip hop', 'rap', 'trap']"
2240,0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,audio_features,50a8bKqlwDEqeiEknrzkTO,spotify:track:50a8bKqlwDEqeiEknrzkTO,https://api.spotify.com/v1/tracks/50a8bKqlwDEqeiEknrzkTO,https://api.spotify.com/v1/audio-analysis/50a8bKqlwDEqeiEknrzkTO,195047,4,ball w/o you,2018-12-21,77,21 Savage,2018.0,12.0,4.0,84,11312501,"['atl hip hop', 'rap', 'trap']"
2241,0.273,0.161,6,-16.091,1,0.0357,0.961,0.000905,0.112,0.111,64.16,audio_features,4eqne0oIdt9GW2ubiliny0,spotify:track:4eqne0oIdt9GW2ubiliny0,https://api.spotify.com/v1/tracks/4eqne0oIdt9GW2ubiliny0,https://api.spotify.com/v1/audio-analysis/4eqne0oIdt9GW2ubiliny0,162200,4,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",1994-01-01,0,Judy Garland,1994.0,1.0,5.0,47,208738,"['adult standards', 'hollywood', 'lounge', 'torch song', 'vocal jazz']"
2242,0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,audio_features,3L19besdNQzd342qL78xqm,spotify:track:3L19besdNQzd342qL78xqm,https://api.spotify.com/v1/tracks/3L19besdNQzd342qL78xqm,https://api.spotify.com/v1/audio-analysis/3L19besdNQzd342qL78xqm,214593,4,Demons and Angels (feat. Juice WRLD),2018-12-21,70,A Boogie Wit da Hoodie,2018.0,12.0,4.0,80,6574188,"['melodic rap', 'rap', 'trap']"
2243,0.841,0.695,9,-5.625,1,0.415,0.001,4.26e-05,0.189,0.408,173.368,audio_features,0ZKKJTv21zJpNrKiL0LYyV,spotify:track:0ZKKJTv21zJpNrKiL0LYyV,https://api.spotify.com/v1/tracks/0ZKKJTv21zJpNrKiL0LYyV,https://api.spotify.com/v1/audio-analysis/0ZKKJTv21zJpNrKiL0LYyV,137232,4,out for the night,2018-12-21,56,21 Savage,2018.0,12.0,4.0,84,11312501,"['atl hip hop', 'rap', 'trap']"
2244,0.284,0.637,9,-4.893,1,0.0486,0.0626,0.0,0.371,0.197,92.045,audio_features,5KHzV8Gf3aweIMImliFAOs,spotify:track:5KHzV8Gf3aweIMImliFAOs,https://api.spotify.com/v1/tracks/5KHzV8Gf3aweIMImliFAOs,https://api.spotify.com/v1/audio-analysis/5KHzV8Gf3aweIMImliFAOs,220589,4,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),2018-12-14,34,Miley Cyrus,2018.0,12.0,4.0,81,18446490,"['dance pop', 'pop', 'post-teen pop']"
2245,0.834,0.371,1,-11.99,1,0.0358,0.799,0.0,0.275,0.976,96.628,audio_features,25leEEaz1gIpp7o21Fqyjo,spotify:track:25leEEaz1gIpp7o21Fqyjo,https://api.spotify.com/v1/tracks/25leEEaz1gIpp7o21Fqyjo,https://api.spotify.com/v1/audio-analysis/25leEEaz1gIpp7o21Fqyjo,150267,4,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,1947-01-01,40,Gene Autry,1947.0,1.0,2.0,36,51445,"['adult standards', 'cowboy western', 'lounge', 'oklahoma country', 'traditional country', 'yodeling']"
2246,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,audio_features,278kSqsZIiYp8p3QjYAqa8,spotify:track:278kSqsZIiYp8p3QjYAqa8,https://api.spotify.com/v1/tracks/278kSqsZIiYp8p3QjYAqa8,https://api.spotify.com/v1/audio-analysis/278kSqsZIiYp8p3QjYAqa8,236216,4,NI BIEN NI MAL,2018-12-23,75,Bad Bunny,2018.0,12.0,6.0,100,49990931,"['latin', 'reggaeton', 'trap latino']"
2247,0.473,0.371,4,-10.219,0,0.0405,0.793,0.0,0.109,0.413,75.205,audio_features,4OBZT9EnhYIV17t4pGw7ig,spotify:track:4OBZT9EnhYIV17t4pGw7ig,https://api.spotify.com/v1/tracks/4OBZT9EnhYIV17t4pGw7ig,https://api.spotify.com/v1/audio-analysis/4OBZT9EnhYIV17t4pGw7ig,209400,4,Best Part (feat. H.E.R.),2017-10-20,73,Daniel Caesar,2017.0,10.0,4.0,76,3300377,"['canadian contemporary r&b', 'pop', 'r&b']"
2248,0.764,0.744,11,-5.529,0,0.448,0.162,0.0,0.122,0.507,87.538,audio_features,0kLA41xkWzzYzMIEGFuDkP,spotify:track:0kLA41xkWzzYzMIEGFuDkP,https://api.spotify.com/v1/tracks/0kLA41xkWzzYzMIEGFuDkP,https://api.spotify.com/v1/audio-analysis/0kLA41xkWzzYzMIEGFuDkP,182925,4,HaifischNikez Allstars,2018-12-28,60,LX,2018.0,12.0,4.0,66,144175,"['german hip hop', 'hamburg hip hop']"
2249,0.398,0.838,8,-4.734,0,0.13,0.778,0.0,0.189,0.206,156.008,audio_features,2qkNnJvQvhLiZ63X1L3eFz,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,https://api.spotify.com/v1/tracks/2qkNnJvQvhLiZ63X1L3eFz,https://api.spotify.com/v1/audio-analysis/2qkNnJvQvhLiZ63X1L3eFz,182341,3,Notificação Preferida - Ao Vivo,2018-05-18,0,Zé Neto & Cristiano,2018.0,5.0,4.0,74,16583042,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
2250,0.777,0.831,8,-2.129,1,0.177,0.42,0.0,0.105,0.791,160.153,audio_features,0PowxVSTY2uh1CPc8EPKyX,spotify:track:0PowxVSTY2uh1CPc8EPKyX,https://api.spotify.com/v1/tracks/0PowxVSTY2uh1CPc8EPKyX,https://api.spotify.com/v1/audio-analysis/0PowxVSTY2uh1CPc8EPKyX,167898,4,Project Dreams,2018-12-07,0,Marshmello,2018.0,12.0,4.0,81,33773791,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
2251,0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,0.341,115.124,audio_features,5rFj8OzffT0iggSjcBaeND,spotify:track:5rFj8OzffT0iggSjcBaeND,https://api.spotify.com/v1/tracks/5rFj8OzffT0iggSjcBaeND,https://api.spotify.com/v1/audio-analysis/5rFj8OzffT0iggSjcBaeND,246735,4,"Fire On Fire - From ""Watership Down""",2018-12-21,69,Sam Smith,2018.0,12.0,4.0,81,19646892,"['dance pop', 'pop', 'uk pop']"
2252,0.823,0.731,11,-3.399,0,0.103,0.175,0.0,0.131,0.952,152.024,audio_features,04cd1MHVq1D8v1nuTZoCdv,spotify:track:04cd1MHVq1D8v1nuTZoCdv,https://api.spotify.com/v1/tracks/04cd1MHVq1D8v1nuTZoCdv,https://api.spotify.com/v1/audio-analysis/04cd1MHVq1D8v1nuTZoCdv,186316,4,Puntos Suspensivos,2018-05-11,70,Piso 21,2018.0,5.0,4.0,72,8174047,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
2253,0.848,0.933,5,-3.306,0,0.106,0.7,2.81e-06,0.184,0.506,139.998,audio_features,5yH8pYxNckOU1cxfPsMIaz,spotify:track:5yH8pYxNckOU1cxfPsMIaz,https://api.spotify.com/v1/tracks/5yH8pYxNckOU1cxfPsMIaz,https://api.spotify.com/v1/audio-analysis/5yH8pYxNckOU1cxfPsMIaz,171998,4,Agora é Tudo Meu,2018-12-07,59,DENNIS,2018.0,12.0,4.0,65,2049161,"['funk carioca', 'funk das antigas', 'sertanejo pop']"
2254,0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,audio_features,6it15CsDlkqB7N4lF0C1qM,spotify:track:6it15CsDlkqB7N4lF0C1qM,https://api.spotify.com/v1/tracks/6it15CsDlkqB7N4lF0C1qM,https://api.spotify.com/v1/audio-analysis/6it15CsDlkqB7N4lF0C1qM,229456,4,Caro,2018-12-23,71,Bad Bunny,2018.0,12.0,6.0,100,49990931,"['latin', 'reggaeton', 'trap latino']"
2255,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,audio_features,1wJRveJZLSb1rjhnUHQiv6,spotify:track:1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/tracks/1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/audio-analysis/1wJRveJZLSb1rjhnUHQiv6,189487,4,Swervin (feat. 6ix9ine),2018-12-21,75,A Boogie Wit da Hoodie,2018.0,12.0,4.0,80,6574188,"['melodic rap', 'rap', 'trap']"
2256,0.815,0.723,6,-3.611,0,0.0574,0.115,0.0,0.184,0.896,149.918,audio_features,2lAyctg5FocS67eksHoyIg,spotify:track:2lAyctg5FocS67eksHoyIg,https://api.spotify.com/v1/tracks/2lAyctg5FocS67eksHoyIg,https://api.spotify.com/v1/audio-analysis/2lAyctg5FocS67eksHoyIg,147990,4,Quem Me Dera,2018-12-12,58,Márcia Fellipe,2018.0,12.0,2.0,52,1753841,"['forro', 'sertanejo pop']"
2257,0.782,0.599,10,-6.817,0,0.209,0.0372,0.0,0.175,0.586,157.999,audio_features,7AYuSG1LoaaFVKjOxsB6Vh,spotify:track:7AYuSG1LoaaFVKjOxsB6Vh,https://api.spotify.com/v1/tracks/7AYuSG1LoaaFVKjOxsB6Vh,https://api.spotify.com/v1/audio-analysis/7AYuSG1LoaaFVKjOxsB6Vh,150323,4,Crushed Up,2019-01-04,0,Future,2019.0,1.0,4.0,88,11687832,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
2258,0.441,0.527,3,-5.318,1,0.0966,0.172,0.0,0.233,0.589,96.37,audio_features,7uiBocndm12aKbsdnQ3Scx,spotify:track:7uiBocndm12aKbsdnQ3Scx,https://api.spotify.com/v1/tracks/7uiBocndm12aKbsdnQ3Scx,https://api.spotify.com/v1/audio-analysis/7uiBocndm12aKbsdnQ3Scx,187298,4,Undecided,2019-01-04,0,Chris Brown,2019.0,1.0,4.0,84,16066998,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
2259,0.925,0.397,5,-11.265,1,0.169,0.0889,5.12e-05,0.144,0.429,130.008,audio_features,4NdXQlDTzxbOMkzJGWFtz3,spotify:track:4NdXQlDTzxbOMkzJGWFtz3,https://api.spotify.com/v1/tracks/4NdXQlDTzxbOMkzJGWFtz3,https://api.spotify.com/v1/audio-analysis/4NdXQlDTzxbOMkzJGWFtz3,132923,4,Butterfly Doors,2019-01-04,49,Lil Pump,2019.0,1.0,4.0,66,7992459,"['emo rap', 'miami hip hop', 'rap', 'trap', 'vapor trap']"
2260,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,audio_features,0lsRatBUs9HNIZAmoGABzk,spotify:track:0lsRatBUs9HNIZAmoGABzk,https://api.spotify.com/v1/tracks/0lsRatBUs9HNIZAmoGABzk,https://api.spotify.com/v1/audio-analysis/0lsRatBUs9HNIZAmoGABzk,184060,4,Trampoline,2018-09-21,64,SHAED,2018.0,9.0,4.0,59,152672,"['electropop', 'pop']"
2261,0.768,0.934,8,-2.533,1,0.0453,0.22,1.73e-06,0.0854,0.916,160.108,audio_features,5ixqGGFu0hdHfErdp32QwT,spotify:track:5ixqGGFu0hdHfErdp32QwT,https://api.spotify.com/v1/tracks/5ixqGGFu0hdHfErdp32QwT,https://api.spotify.com/v1/audio-analysis/5ixqGGFu0hdHfErdp32QwT,160640,4,Jenifer,2018-09-21,47,Gabriel Diniz,2018.0,9.0,4.0,47,1589790,"['forro', 'sertanejo pop']"
2262,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,2TIlqbIneP0ZY1O0EzYLlc,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc,182161,4,Someone You Loved,2018-11-08,74,Lewis Capaldi,2018.0,11.0,3.0,76,9621994,"['pop', 'uk pop']"
2263,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,audio_features,3QGsuHI8jO1Rx4JWLUh9jd,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,https://api.spotify.com/v1/tracks/3QGsuHI8jO1Rx4JWLUh9jd,https://api.spotify.com/v1/audio-analysis/3QGsuHI8jO1Rx4JWLUh9jd,187973,4,Treat You Better,2017-04-20,83,Shawn Mendes,2017.0,4.0,3.0,83,38149628,"['canadian pop', 'pop', 'viral pop']"
2264,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030,4,Dancing With A Stranger (with Normani),2019-01-11,76,Sam Smith,2019.0,1.0,4.0,81,19646892,"['dance pop', 'pop', 'uk pop']"
2265,0.663,0.675,2,-12.159,1,0.0359,0.0863,0.00133,0.117,0.176,101.004,audio_features,7wFybC8jBH3zE139OpCtpG,spotify:track:7wFybC8jBH3zE139OpCtpG,https://api.spotify.com/v1/tracks/7wFybC8jBH3zE139OpCtpG,https://api.spotify.com/v1/audio-analysis/7wFybC8jBH3zE139OpCtpG,202093,4,Lost in the Fire,2019-01-01,0,Gesaffelstein,2019.0,1.0,1.0,70,450833,"['dark clubbing', 'destroy techno']"
2266,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,audio_features,5itOtNx0WxtJmi1TQ3RuRd,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,https://api.spotify.com/v1/tracks/5itOtNx0WxtJmi1TQ3RuRd,https://api.spotify.com/v1/audio-analysis/5itOtNx0WxtJmi1TQ3RuRd,229184,4,Giant (with Rag'n'Bone Man),2019-01-11,73,Calvin Harris,2019.0,1.0,4.0,84,22796811,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance']"
2267,0.816,0.754,11,-2.75,0,0.111,0.0361,0.0,0.217,0.533,99.966,audio_features,7uH27oIt4a6cIFCA8ZPcyG,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,https://api.spotify.com/v1/tracks/7uH27oIt4a6cIFCA8ZPcyG,https://api.spotify.com/v1/audio-analysis/7uH27oIt4a6cIFCA8ZPcyG,158400,4,Baila Baila Baila,2019-01-05,2,Ozuna,2019.0,1.0,5.0,85,32441303,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']"
2268,0.823,0.56,10,-7.057,0,0.0629,0.0101,2.86e-05,0.126,0.371,146.958,audio_features,63THFs9ovzO3WQsz4lzh0H,spotify:track:63THFs9ovzO3WQsz4lzh0H,https://api.spotify.com/v1/tracks/63THFs9ovzO3WQsz4lzh0H,https://api.spotify.com/v1/audio-analysis/63THFs9ovzO3WQsz4lzh0H,183046,4,DODI,2019-01-11,47,Shindy,2019.0,1.0,4.0,62,832851,['german hip hop']
2269,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,audio_features,7e4KQkp5ZR1gXCAalRjX6B,spotify:track:7e4KQkp5ZR1gXCAalRjX6B,https://api.spotify.com/v1/tracks/7e4KQkp5ZR1gXCAalRjX6B,https://api.spotify.com/v1/audio-analysis/7e4KQkp5ZR1gXCAalRjX6B,201788,4,Nights Like This (feat. Ty Dolla $ign),2019-01-10,0,Kehlani,2019.0,1.0,3.0,75,5901920,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b']"
2270,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,audio_features,059bcIhyc2SBwm6sw2AZzd,spotify:track:059bcIhyc2SBwm6sw2AZzd,https://api.spotify.com/v1/tracks/059bcIhyc2SBwm6sw2AZzd,https://api.spotify.com/v1/audio-analysis/059bcIhyc2SBwm6sw2AZzd,231848,4,Te Vi,2018-12-14,76,Piso 21,2018.0,12.0,4.0,72,8174047,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
2271,0.696,0.332,6,-12.834,1,0.0425,0.853,0.433,0.0848,0.0628,150.13,audio_features,7tGEAA1f8MydT7eVbbO9Zy,spotify:track:7tGEAA1f8MydT7eVbbO9Zy,https://api.spotify.com/v1/tracks/7tGEAA1f8MydT7eVbbO9Zy,https://api.spotify.com/v1/audio-analysis/7tGEAA1f8MydT7eVbbO9Zy,270520,4,WHEN I WAS OLDER - Music Inspired By The Film ROMA,2019-01-09,63,Billie Eilish,2019.0,1.0,2.0,86,64069052,"['art pop', 'electropop', 'pop']"
2272,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4,Let Me Down Slowly,2018-11-16,84,Alec Benjamin,2018.0,11.0,4.0,76,3568441,"['alt z', 'dream smp', 'electropop', 'pop']"
2273,0.492,0.144,7,-10.125,1,0.0708,0.965,1.84e-06,0.161,0.274,164.839,audio_features,1PfUKiMDKIlPEF9FfdJawc,spotify:track:1PfUKiMDKIlPEF9FfdJawc,https://api.spotify.com/v1/tracks/1PfUKiMDKIlPEF9FfdJawc,https://api.spotify.com/v1/audio-analysis/1PfUKiMDKIlPEF9FfdJawc,324302,3,hope is a dangerous thing for a woman like me to have - but I have it,2019-01-09,0,Lana Del Rey,2019.0,1.0,2.0,84,16642574,"['art pop', 'pop']"
2274,0.704,0.706,11,-5.233,0,0.111,0.483,0.0,0.0965,0.856,92.965,audio_features,675w3ACw5xZR3ODhUJlEVN,spotify:track:675w3ACw5xZR3ODhUJlEVN,https://api.spotify.com/v1/tracks/675w3ACw5xZR3ODhUJlEVN,https://api.spotify.com/v1/audio-analysis/675w3ACw5xZR3ODhUJlEVN,195044,4,Sola,2018-11-09,49,Manuel Turizo,2018.0,11.0,4.0,76,9753408,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
2275,0.725,0.321,1,-10.744,0,0.323,0.578,0.0,0.0884,0.319,70.142,audio_features,14msK75pk3pA33pzPVNtBF,spotify:track:14msK75pk3pA33pzPVNtBF,https://api.spotify.com/v1/tracks/14msK75pk3pA33pzPVNtBF,https://api.spotify.com/v1/audio-analysis/14msK75pk3pA33pzPVNtBF,178640,4,7 rings,2019-01-18,1,Ariana Grande,2019.0,1.0,4.0,87,80498764,"['dance pop', 'pop']"
2276,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,audio_features,5W83ErFkO3aKAIS1WMi6u0,spotify:track:5W83ErFkO3aKAIS1WMi6u0,https://api.spotify.com/v1/tracks/5W83ErFkO3aKAIS1WMi6u0,https://api.spotify.com/v1/audio-analysis/5W83ErFkO3aKAIS1WMi6u0,258800,4,Secreto,2019-01-15,77,Anuel AA,2019.0,1.0,1.0,84,22230963,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']"
2277,0.71,0.888,2,-6.457,1,0.235,0.0591,0.0,0.134,0.816,170.193,audio_features,25F6MWrnFBCXVnpN4n76EK,spotify:track:25F6MWrnFBCXVnpN4n76EK,https://api.spotify.com/v1/tracks/25F6MWrnFBCXVnpN4n76EK,https://api.spotify.com/v1/audio-analysis/25F6MWrnFBCXVnpN4n76EK,225987,4,Keanu Reeves,2019-01-18,0,Logic,2019.0,1.0,4.0,77,5735368,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']"
2278,0.734,0.683,1,-6.105,1,0.0776,0.013,0.0,0.28,0.445,162.038,audio_features,3WRIaWsws011vHMd9uzPjG,spotify:track:3WRIaWsws011vHMd9uzPjG,https://api.spotify.com/v1/tracks/3WRIaWsws011vHMd9uzPjG,https://api.spotify.com/v1/audio-analysis/3WRIaWsws011vHMd9uzPjG,228367,4,First Off (feat. Travis Scott),2019-01-18,62,Future,2019.0,1.0,4.0,88,11687832,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
2279,0.737,0.75,8,-6.464,1,0.298,0.379,0.0,0.131,0.857,81.955,audio_features,260R90ctQ1SiPax90PuEsT,spotify:track:260R90ctQ1SiPax90PuEsT,https://api.spotify.com/v1/tracks/260R90ctQ1SiPax90PuEsT,https://api.spotify.com/v1/audio-analysis/260R90ctQ1SiPax90PuEsT,153308,4,Hobby Hobby,2019-01-18,48,MERO,2019.0,1.0,4.0,65,1956266,['german hip hop']
2280,0.781,0.597,10,-6.794,0,0.23,0.0415,0.0,0.152,0.544,158.043,audio_features,7wcyO1rrH3Ru4t659IjG41,spotify:track:7wcyO1rrH3Ru4t659IjG41,https://api.spotify.com/v1/tracks/7wcyO1rrH3Ru4t659IjG41,https://api.spotify.com/v1/audio-analysis/7wcyO1rrH3Ru4t659IjG41,149949,4,Crushed Up,2019-01-18,60,Future,2019.0,1.0,4.0,88,11687832,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
2281,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,audio_features,2JvzF1RMd7lE3KmFlsyZD8,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,213594,4,MIDDLE CHILD,2019-01-23,81,J. Cole,2019.0,1.0,2.0,84,17059992,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
2282,0.754,0.37,6,-9.854,0,0.12,0.403,6.22e-05,0.107,0.228,114.941,audio_features,64ydkbrt0xhdJXRaam06Mc,spotify:track:64ydkbrt0xhdJXRaam06Mc,https://api.spotify.com/v1/tracks/64ydkbrt0xhdJXRaam06Mc,https://api.spotify.com/v1/audio-analysis/64ydkbrt0xhdJXRaam06Mc,193600,4,Mile High,2019-01-18,0,James Blake,2019.0,1.0,4.0,66,1272588,"['alternative r&b', 'indie soul', 'uk alternative pop']"
